NO,都道府県コード又は市区町村コード,都道府県,市区町村名,名称,名称_カナ,設置目的,実施支援の主な区分,住所,方書,緯度,経度,電話番号1,電話番号1_連絡先備考,電話番号2,電話番号2_連絡先備考,内線番号,FAX番号,URL,メールアドレス1,メールアドレス1_連絡先備考,メールアドレス2,メールアドレス2_連絡先備考,法人番号,運営団体名,開催頻度,開催曜日,開催日,開催開始時間,開催終了時間,開催日時特記事項,参加条件,参加費_幼児,参加費_小学生,参加費_中学生,参加費_高校生,参加費_大人,参加費特記事項,予約方法,予約特記事項,定員,フードパントリー実施,テイクアウト実施,学区,ネットワークの加入,追加情報NO,画像,画像_ライセンス,備考
11,11,埼玉県,さいたま市,畑こども食堂,,,"多世代交流拠点,遊び・スポーツ・体験活動の場",埼玉県さいたま市北区見沼2-94 市民の森・見沼グリーンセンター,,35.933089,139.640606,,,,,,,,hatakekodomo.toro@gmail.com,,,,,,1か月に1回,土,毎月第二土曜日,,,変更となる場合有り,,0,0,0,0,500,,,,,,,,埼玉県子ども食堂ネットワーク、さいたま市子ども食堂ネットワーク,,,,
12,11,埼玉県,さいたま市,子ども食堂Omusubi,,,,,,,,,,,,,,,omusubi.lego@gmail.com,,,,,,週に2回,月金,,17:00,19:00,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク、さいたま市子ども食堂ネットワーク,,,,
13,11,埼玉県,さいたま市,西大宮子ども食堂SAKAE,,,"プレーパーク,遊び・スポーツ・体験活動の場",埼玉県さいたま市西区西大宮3-11-1,,35.9262408242926,139.579156701615,090-2495-7732,,,,,,https://www.sakae.onotaka1986.com/,sakae.sotan@gmail.com,,,,,,,,,,,,,0,0,0,0,,,,,,,,,埼玉県子ども食堂ネットワーク、さいたま市子ども食堂ネットワーク,,,,
14,11,埼玉県,さいたま市,土呂こども食堂,,,"学習支援,不登校児の居場所",埼玉県さいたま市北区土呂町2-12-20,,35.9322184,139.6326569,048-729-5848,,,,,,http://www.torokodomo.jp/,toro.kodomo@cosmopharmacy.co.jp,,,,,,1か月に1回,土,第3土曜日,12:30,15:00,,,0,0,0,0,500,,,,,,,,埼玉県こども食堂ネットワーク,,,,
15,11,埼玉県,さいたま市,オレンジ広場内野本郷子ども食堂,,,,埼玉県さいたま市西区内野本郷696-122,,35.9373922932229,139.595536082383,080-4433-6963,,,,,,,maicooo326@gmail.com,,,,,,1か月に1回,木金,毎月第2金曜日　隔月毎週第3木曜,16:00,17:00,,,0,0,0,0,300,,,,,,,,さいたま市子ども食堂ネットワーク,,,,
16,11,埼玉県,さいたま市,みんなでごはんを食べる会,,,"多世代交流拠点,親子交流の場,,,,",埼玉県さいたま市大宮区吉敷町４丁目２２３－２　大宮南公民館,,35.898348,139.635748,,,,,,,,kids.club.omiya@gmail.com,,,,,,1か月に1回,金,毎月最終金曜日,18:00,21:00,,,0,0,0,0,300,,,,,,,,,,,,
17,11,埼玉県,さいたま市,子ども食堂にじいろ広場,,,,埼玉県さいたま市北区日進町３－４３７,,35.9376542,139.602529,090-7401-6660,,,,,,https://nijiirohiroba7.jimdofree.com/,nijiirohiroba7@gmail.com,,,,,,1か月に1回,水,第一水曜,17:00,18:00,,,0,0,0,0,300,,,,,,,,埼玉市子ども食堂ネットワーク,,,,
18,11,埼玉県,さいたま市,みんなの食堂 みやはら,,,,埼玉県さいたま市北区宮原町3-473,,35.9425666366959,139.608643311219,048-653-1355,,,,,,,soudanorinone21@gmail.com,,,,,,1か月に1回,火,第3火曜日,17:00,,,,0,0,0,0,300,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
19,11,埼玉県,さいたま市,じおんじこども食堂,,,,さいたま市岩槻区徳力457-1,,35.9699720999572,139.715668411221,090-6044-7311,,,,,,,yamakados@yahoo.co.jp,,,,,,1か月に2回,火,第2、第4火曜日,,,,,0,0,0,0,100,,,,,1.0,,,埼玉県子ども食堂ネットワーク、さいたま市子ども食堂ネットワーク,,,,
20,11,埼玉県,さいたま市,ジョイフルキッチンみんなの食堂,,,多世代交流拠点,さいたま市大宮区大成町1-268,,35.9109036335993,139.613566982382,090-2142-7270,,,,,,,h_1215_m@yahoo.co.jp,,,,,,1か月に1回,日,月1回　いずれかの日曜日,11:30,13:30,,,50,50,50,50,300,ひとり親家庭、非課税世帯の子供は無料、大人は100円,,,,,,,埼玉県子ども食堂ネットワーク,,,,
21,11,埼玉県,さいたま市,三室・山崎子ども食堂,,,,埼玉県さいたま市緑区三室680-1,,35.8917414819992,139.672197153545,048-711-4990,,,,,,https://www.sumaikata.org/,mxe02240@nifty.com,,,,,,1か月に1回,土,第４土曜日,17:00,18:00,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク、さいたま市子ども食堂ネットワーク,,,,
22,11,埼玉県,さいたま市,ただいまの家,,,"子供のたまり場,遊び・スポーツ・体験活動の場,不登校児の居場所,外国人の子供の居場所",,,,,090-1362-8916,,,,,,https://www.kairos05.com/,kairos.saitama05@gmail.com,,,,,,週に１回,日,,11:00,15:00,,,0,0,0,0,,,,,,,,,,,,,
23,11,埼玉県,さいたま市,コミュニティハウスこまち,,,"学習支援,遊び・スポーツ・体験活動の場",埼玉県さいたま市見沼区春岡2-27-12,,35.9480144265142,139.661371695877,070-1290-8605,,,,,,,komachi221225@gmail.com,,,,,,週に１回,金土,毎週土曜日及び第4金曜日,15:00,19:00,,,0,0,0,0,300,,,,,1.0,,,さいたま子ども食堂ネットワーク,,,,
24,11,埼玉県,さいたま市,さいたまユースサポートネットサッカークラブ,,,"遊び・スポーツ・体験活動の場,外国人の子供の居場所",埼玉県さいたま市見沼区東宮下215-1 東宮下小学校,,35.9261078518045,139.677636724711,080-8010-6648,,,,,,https://saitamayouthnet.org/,saitama.yn@gmail.com,,,,,,,,,,,,,0,0,0,0,,,,,,,,,子ども応援ネットワーク埼玉,,,,
25,11,埼玉県,さいたま市,今羽のモリモリ食堂,,,多世代交流拠点,埼玉県さいたま市北区今羽町650-1,,35.9508621,139.6254014,048-778-7330,,,,,,https://eijuso.com/konbanomori/,eiyou_konba@eijuso.jp,,,,,,1か月に1回,金,第３金曜日,16:30,17:00,,,0,0,0,0,400,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
26,11,埼玉県,さいたま市,チム・チム　七夕☆子ども食堂,,,"学習支援,遊び・スポーツ・体験活動の場",さいたま市北区日進町１－３１２－２日進公園コミュニティセンター,,35.9219743403941,139.60505356889,,,,,,,https://chimchimcher-ee.hp.peraichi.com/,ChimChimCher-ee@outlook.jp,,,,,,1か月に1回,土,第４土曜日,,,,,0,0,0,0,400,,,,,,,,埼玉県子ども食堂ネットワーク・さいたま市子ども食堂ネットワーク,,,,
27,11,埼玉県,さいたま市,特定非営利活動法人親子ふれあい教育研究所,,,"学習支援,多世代交流拠点,不登校児の居場所,親子交流の場",埼玉県さいたま市岩槻区西町1-6-8,,35.9521563187723,139.69510370937,048-756-4657,,,,,,https://ofkk.or.jp/,info@ofkk.or.jp,,,,,,1か月に1回,土,第3土曜,16:00,18:00,,,0,0,0,0,100,,,,,,,,さいたま市子ども食堂ネットワーク,,,,
28,11,埼玉県,さいたま市,こどもカフェ,,,"多世代交流拠点,親子交流の場",埼玉県さいたま市南区鹿手袋,,,,,,,,,,,childcafe2019@gmail.com,,,,,,1か月に1回,土,第3土曜日,17:00,18:30,,,0,0,0,0,500,,,,,,,,,,,,
29,11,埼玉県,さいたま市,東岩槻こども食堂,,,多世代交流拠点,埼玉県さいたま市岩槻区東岩槻2-5-26,,,,090-8342-3709,,,,,,,,,,,,,1か月に2回,木,第１、第3木曜日,17:30,19:00,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
30,11,埼玉県,さいたま市,まんま亭,,,,,,,,048-875-7530,,,,,,https://ikiiki.web.wox.cc/,yanagi@ikiikigroup.jp,,,,,,,月火水木金,,16:00:00,19:00:00,,,0,0,0,0,200,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
31,11,埼玉県,川越市,こそだてびより,,,"学習支援,多世代交流拠点,子供のたまり場,不登校児の居場所,親子交流の場",埼玉県川越市旭町3-17-19,,35.8989627818848,139.471346694024,090-2417-2853,,,,,,,kosodatebiyori.0401@gmail.com,,,,,,週に１回,金,,17:00,19:00,,,0,0,0,0,500,,,,,1.0,,,こども応援ネットワーク埼玉、小江戸こどもサポーターズ,,,,
32,11,埼玉県,川越市,ろっけん食堂,,,,川越市六軒町2-25-7,,35.92039465,139.4784216,080-4658-9034,,,,,,,neoikanae@gmail.com,,,,,,,,,,,,,0,0,0,0,300,,,,,,,,川越社協のネットワーク,,,,
33,11,埼玉県,川越市,ひだまり子ども食堂,,,,埼玉県川越市川鶴2-11-1　B-11　コミュニティカフェひだまり,,35.9233395,139.4109843,080-6593-8109,,,,,,https://www.communitycafe-hidamari.jp,ray3uwamin@jcom.zaq.ne.jp,,,,,,1か月に1回,土,第2土曜日,11:30,13:00,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供,障害のある子供,外国にルーツの有る世帯。経済的に困っていない場合は対象外。",150,150,150,150,500,,,,,,1.0,,埼玉県子ども食堂ネットワーク、埼玉フードパントリーネットワーク,,,,
34,11,埼玉県,川越市,やすらーじゅ広場,,,,埼玉県川越市渋井219,,,,,,,,,,,,,,,,,1か月に1回,,月1回,,,,,200,200,200,200,300,,,,,,,,,,,,
35,11,埼玉県,川越市,スマイル☆マグネット,,,"子供のたまり場,遊び・スポーツ・体験活動の場",埼玉県川越市木野目361-9篠原方,,35.8963320002647,139.515437780531,,,,,,,https://sikodomoshokudo.wixsite.com/sumairumagunetto,,,,,,,1か月に2回,金,第1、3金曜日,17:00,20:30,,,0,0,0,0,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
36,11,埼玉県,川越市,みずほふれあい食堂,,,"多世代交流拠点,遊び・スポーツ・体験活動の場,親子交流の場",埼玉県川越市中台元町1-16-11,,35.8917013151608,139.481472567038,,,,,,,https://mizuhokai.or.jp/index.html,kmanome@mizuhokai.or.jp,,,,,,3か月に1回,日,3の倍数月　いずれかの日曜日,11:30,13:30,,,0,0,0,0,300,,,,,,,,川越市社会福祉協議会,,,,
37,11,埼玉県,川越市,スマイルふれあい食堂,,,,川越市今泉371-1,,35.8956887155474,139.527311667039,090-1545-8284,,,,,,https://peraichi.com/landing_pages/view/sumairufureai,,,,,,,1か月に2回,月水,第１水曜日,16:30:00,20:00:00,,,0,0,0,0,300,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
38,11,埼玉県,川越市,こども食堂川越エンゼルトランペット,,,"子供のたまり場,親子交流の場,外国人の子供の居場所",埼玉県川越市的場2173-29 ひかり福音教会内,,35.9294281704105,139.439959180916,049-299-4633,,,,,,https://jh1hxl.wixsite.com/angeltrumpet,jh1hxl@yahoo.co.jp,,,,,,1か月に2回,土,第二および第四土曜日,11:00,13:00,,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
39,11,埼玉県,川越市,ちょうちん村子ども食堂,,,,埼玉県川越市,,,,,,,,,,,,,,,,,1か月に1回,木,第3木曜,,,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
40,11,埼玉県,川越市,ふれあい食堂,,,,埼玉県川越市古谷上6083-7川越グリーンパーク管理センター,,35.9156520523891,139.535374695875,,,,,,,,,,,,,,1か月に2回,金,第１、第３金曜日,17:00,19:00,,,100,100,100,100,300,,,,,,,,小江戸子どもサポーターズ,,,,
41,11,埼玉県,川越市,大黒屋食堂のこども食堂,,,,,,,,,,,,,,,daikokuya-meshi@uspot.jp,,,,,,1か月に1回,火,第1火曜日,17:00,19:00,,,100,100,100,100,500,,,,,,,,,,,,
42,11,埼玉県,熊谷市,熊谷希望子ども食堂,,,"学習支援,子供のたまり場",埼玉県熊谷市弥生1-68,,36.1423198841,139.383423580566,090-8038-2440,,,,,,https://www.kidou-kodomo-syokudou.com,hureai0909@gmail.com,,,,,,週に１回,金,,14:00,17:00,,,0,0,0,0,200,,,,,,,,熊谷市ネットワーク,,,,
43,11,埼玉県,熊谷市,多世代ふれあい食堂HAPPYくまここ,,,多世代交流拠点,埼玉県熊谷市上之3851-1,,36.150466,139.414483,,,,,,,,h-kishimoto@mcp-saitama.or.jp,,,,,,1か月に1回,土,第2土曜日,12:00,13:00,,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク、熊谷子ども食堂ネットワーク,,,,
44,11,埼玉県,熊谷市,こども食堂Ohana,,,,埼玉県熊谷市筑波3-112-1,,36.1406218013602,139.391166824722,080-3919-3280,,,,,,,ulu33328@gmail.com,,,,,,1か月に1回,日,第4日曜日,17:00,19:00,,,0,0,0,0,200,,,,,,,,埼玉県子ども食堂ネットワーク、熊谷市ネットワーク,,,,
45,11,埼玉県,熊谷市,特定非営利活動法人若者支援ひろば三愛,,,"学習支援,子供のたまり場,不登校児の居場所",埼玉県熊谷市宮町2-132  林ビル4階,,36.145872,139.388055,080-8913-3794,,,,,,https://ibasyo31.wixsite.com/uncut-gems-kumagaya,ibasyo31@gmail.com,,,,,,週に2回,火金,,13:30,20:00,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供,障害のある子供,受け入れ年齢に制限あり（小学6年生～20代前半）",0,0,0,0,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
46,11,埼玉県,熊谷市,熊谷なないろ食堂,,,"学習支援,不登校児の居場所",埼玉県熊谷市石原1028-8,,36.1492469396016,139.364718338216,,,,,,,https://kumagaya-nanairo.com/,sk.nanairo@outlook.jp,,,,,,週に3回,月水金,,17:00,19:00,,,100,100,100,100,300,,,,,1.0,,,埼玉県子ども食堂ネットワーク　熊谷子ども食堂ネットワーク,,,,
47,11,埼玉県,熊谷市,あい♡だいな～,,,"遊び・スポーツ・体験活動の場,親子交流の場",,,,,,,,,,,https://npoaida.org/,npoaida@gmail.com,,,,,,,,,,,,,0,0,0,0,通常価格,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
48,11,埼玉県,川口市,川口芝つながる食堂,,,,川口市芝樋ノ爪1丁目12　芝樋ノ爪町会会館,,35.8336117324698,139.688774365186,080-5477-7657,,,,,,,tsunagaru-syokudo@gmail.com,,,,,,1か月に1回,日,第3（または第2）日曜日,,,,,0,0,0,0,200,経済的に困っている世帯は無料,,,,,,,埼玉県子ども食堂ネットワーク,,,,
49,11,埼玉県,川口市,川口市　安行げんき食堂,,,,川口市安行出羽1-3-24,,35.8514783183088,139.760288767036,,,,,,,,,,,,,,1か月に4回,土,土曜日,11:00,13:00,第5土曜日はお休み,,0,0,0,0,300,,,,,,,,かわぐちボランティアセンター　ボランティア団体登録,,,,
50,11,埼玉県,川口市,珈公カフェ＆子ども食堂,,,"多世代交流拠点,子供のたまり場",川口市朝日5-14-8,,35.8065775936241,139.748424451691,048-223-4540,,,,,,,,,,,,,1か月に1回,土,第3土曜日,10:00,13:00,,,0,0,0,0,400,,,,,,,,,,,,
51,11,埼玉県,川口市,たいむ☆こども食堂,,,,埼玉県川口市柳崎5-12-25　コミュニティ喫茶たいむ,,35.8604772,139.7052794,048-487-9630,,,,,,https://comb-time.jimdofree.com,com-time@roukyou.gr.jp,,,,,,1か月に1回,土,第1土曜日,16:00,18:00,,"経済的に困っている世帯,ひとり親世帯",100,100,100,100,300,生活保護家庭、ひとり親家庭医療費受給者証、等の提示で子供無料、大人100円,,,,,,,埼玉県子ども食堂ネットワーク、かわぐちボランティアセンター,,,,
52,11,埼玉県,川口市,わっか食堂,,,"学習支援,子供のたまり場",,,,,090-6194-2802,,,,,,,kodomonoie.wakka@gmail.com,,,,,,週に１回,土,,10:00,15:30,,,0,0,0,0,200,,,,,,,,こども食堂・フードパントリーネットワーク会議（川口市）,,,,
53,11,埼玉県,川口市,幸町陽気こども食堂,,,"学習支援,子供のたまり場",埼玉県川口市幸町2-1-13,,35.8055671,139.7186437,,,,,,,https://ameblo.jp/youkishokudo1,youkishokudo@gmail.com,,,,,,,,,,,,,10,10,10,10,300,,,,,1.0,,,埼玉県こども食堂ネットワーク,,,,
54,11,埼玉県,川口市,朝日こども食堂,,,遊び・スポーツ・体験活動の場,埼玉県川口市朝日1-7-3,,35.8094332881226,139.733503668884,090-4867-1296,,,,,,,yukiro43@yahoo.co.jp,,,,,,週に１回,水,,17:00,18:30,,,0,0,0,0,200,,,,,,,,埼玉県子ども食堂ネットワーク、川口市子ども食堂ネットワーク,,,,
55,11,埼玉県,川口市,歓喜院子ども食堂,,,,埼玉県川口市新堀,,,,090-1737-6320,,,,,,https://kanki-in.com/,kanki.in247@gmail.com,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
56,11,埼玉県,川口市,サポートステーションほっと　こども食堂てだのふあ,,,,埼玉県川口市西川口2-11-5,,35.8135064778209,139.700272924706,048-290-8773,,,,,,https://hotto-support.jimdofree.com/,,,,,,,1か月に1回,土,第4土曜日,,,,,0,0,0,0,200,,,,,,,,川口市社会福祉協議会こども食堂ネットワーク,,,,
57,11,埼玉県,川口市,元気を育てる家ルミナリエ,,,多世代交流拠点,埼玉県川口市芝,,,,,,,,,,https//le-mina-rie.com,leminarie@gmail.com,,,,,,1か月に1回,土,第三土曜日,10:30,14:00,,,100,100,100,100,300,,,,,,,,,,,,
58,11,埼玉県,川口市,こども食堂じりん,,,,埼玉県川口市安行吉岡１４１７－１４,,35.8390873223551,139.752192553543,080-6616-8622,,,,,,,soeta_hirotomo@yahoo.co.jp,,,,,,週に１回,土,,,,,,100,100,100,100,100,,,,,,,,川口市子育て応援プラットフォーム,,,,
59,11,埼玉県,川口市,こども食堂とづか,,,,,,,,080-6616-8622,,,,,,,soeta_hirotomo@yahoo.co.jp,,,,,,1か月に1回,水,第３水曜日,,,,,100,100,100,100,100,,,,,,,,川口市子育て応援プラットフォーム,,,,
60,11,埼玉県,川口市,ホープキッチン,,,,埼玉県川口市上青木6-7-17,,35.8357572,139.7179653,,,,,,,,hope4kodomo@gmail.com,,,,,,1か月に1回,土,第二土曜日,18:00,18:30,,,100,100,100,100,300,,,,,,,,,,,,
61,11,埼玉県,川口市,わいわい食堂,,,,川口市桜町4丁目コンフォール東鳩ヶ谷集会所,,,,,,,,,,,akemi3990@gmail.com,,,,,,,土,第2or第3土曜日,,,,,0,0,0,0,300,,,,,,,,,,,,
62,11,埼玉県,川口市,川口夕暮れ子ども食堂,,,,川口市芝3756-3,,,,048-486-9225,,,,,,,info@25farm.com,,,,,,,土,,,,第3土曜日除く,,0,0,0,0,,,,,,,,,,,,,
63,11,埼玉県,行田市,みこちゃんこども食堂,,,"多世代交流拠点,親子交流の場",埼玉県行田市忍1-1-10,,36.1429582691046,139.455993538215,080-3417-0163,,,,,,,salon.crystalmayu@gmail.com,,,,,,週に2回,金土,金曜日,17:00:00,19:00:00,,,300,300,300,300,300～500,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
64,11,埼玉県,行田市,多世代オシノ食堂,,,,埼玉県行田市本丸18-3 地域交流棟オシノテラス,,36.1370843041987,139.454075680831,048-556-4681,,,,,,https://gyouda-clinic.coop,a-kikuchi@mcp-saitama.or.jp,,,,,,,,,,,,,0,0,0,0,,,,,,1.0,,,特定非営利活動法人フードバンク埼玉,,,,
65,11,埼玉県,行田市,桜ヶ丘安心ルーム,,,"学習支援,多世代交流拠点,子供のたまり場,遊び・スポーツ・体験活動の場,不登校児の居場所",埼玉県行田市長野1827-2,,36.1512292194614,139.472305253559,048-527-5279,,,,,,,anshinroom@gmail.com,,,,,,週に5回,月火水木金,,,18:00,,,400,400,400,400,100,,,,,,,,,,,,
66,11,埼玉県,行田市,柿の木子ども食堂,,,,埼玉県行田市下須戸65番地1,,36.1391784,139.5096669,048-559-5165,,,,,,https://famille-gyoda.com/pages/167/,kaki@famille-gyoda.jp,,,,,,1か月に1回,日,第３日曜日,,,時々変更することがあります,,0,0,0,0,300,,,,,,,,,,,,
67,11,埼玉県,行田市,もちだひまわり食堂,,,,埼玉県行田市持田2357-1デイサービスひだまりの夢,,36.1362256,139.4283992,090-2466-4843,,,,,,https://motidahimawarisyokudo.amebaownd.com/,rcpgj577@yahoo.co.jp,,,,,,1か月に2回,日,第一日曜日,11:00,14:00,,,0,0,0,0,,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
68,11,埼玉県,行田市,わわわ食堂・風の寺子屋,,,"学習支援,子供のたまり場",,,,,090-7814-9615,,,,,,https://wawawakobo.com,wawawa.info@gmail.com,,,,,,週に2回,日,毎月第三日曜日,11:00,13:00,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供,障害のある子供,多子世帯",0,0,0,0,300,,,,,1.0,,,埼玉県子ども食堂ネットワーク、埼玉フードパントリーネットワーク,,,,
69,11,埼玉県,秩父市,認定NPO法人森のECHICA　ゆいっこ,,,"多世代交流拠点,不登校児の居場所,親子交流の場",埼玉県秩父市下吉田3809,,36.0427146,139.0342725,0494-26-6827,,,,,,http://www.hananomori.org/,hananomorikodomoen@gmail.com,,,,,,月に2回,金,月1～2回金曜日,17:00,19:00,,,0,0,0,500,500,居場所・相談は無料,,,,,,,埼玉県子ども食堂ネットワーク,,,,
70,11,埼玉県,秩父市,子ども食堂しばざくら,,,,,,,,090-9201-8195,,,,,,,,,,,,,,,,,,,"ひとり親世帯,子どもが3人以上",0,0,0,0,200,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
71,11,埼玉県,秩父市,秩父おひさま食堂,,,プレーパーク,埼玉県秩父市野坂町1-13-14,,35.9871824594702,139.082982609372,0494-22-2943,,,,,,https://ameblo.jp/ryomaki-ykk/,chichibuohisama@ymail.ne.jp,,,,,,1か月に1回,土,第２土曜日,11:00,13:00,夏季は午後3時～午後4時,,0,0,0,0,,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
72,11,埼玉県,秩父市,秩父こども食堂,,,,秩父市大宮4625,,,,0494-22-8055,,,,,,http://www.nigurumaya.co.jp,info@nigurumaya.co.jp,,,,,,,日,毎月第3日曜日,16:30:00,17:30:00,,,0,0,0,0,,,,,,,,,,,,,
73,11,埼玉県,秩父市,菜の花食堂,,,,秩父市太田895,,,,090-9348-5765,,,,,,,Owz23592278x417@ezweb.ne.jp,,,,,,,,,,,,,,,,,,,,,,,,,埼玉県子ども食堂ﾈｯﾄﾜｰｸ,,,,
74,11,埼玉県,所沢市,ひだまり2丁目3番地,,,,所沢市,,,,,,,,,,,,,,,,,1か月に2回,金,第1、第3金,,,,,100,100,100,100,300,,,,,,,,,,,,
75,11,埼玉県,所沢市,所沢みんなの食堂ぬくもり,,,多世代交流拠点,埼玉県所沢市東所沢5丁目1-10,,35.793539,139.514381,,,,,,,,shokudou.nukumori@gmail.com,,,,,,,,,,,,,100,100,100,500,500,3才以上,,,,,,,埼玉県子ども食堂ネットワーク,,,,
76,11,埼玉県,所沢市,子ども食堂増田さん家,,,,,,,,,,,,,,,,,,,,,1か月に2回,木,毎月第1、第3木曜日,,,,"ひとり親世帯,不登校・行き渋りの子供,障害のある子供",100,100,100,100,500,,,,,,,,所沢市ネットワーク,,,,
